t_hour,day,hour,temp_C,rh_pct,soil_pct,co2_ppm
642,27,18,21.3,80.7,40.71,680.8
643,27,19,21.37,80.22,40.22,680.5
644,27,20,21.46,82.39,41.93,680.9
645,27,21,21.94,77.62,36.17,689.8
646,27,22,23.03,69.73,35.49,647.2
647,27,23,23.03,66.61,34.43,622.1
648,28,0,24.24,67.15,30.72,593.5
649,28,1,25.13,63.76,31.37,557.2
650,28,2,27.11,59.48,29.12,525.4
651,28,3,27.73,53.79,27.88,478.4
652,28,4,29.12,57.01,31.28,469.0
653,28,5,28.74,52.08,32.83,463.0
654,28,6,29.1,49.45,33.58,448.2
655,28,7,29.01,51.99,34.13,470.7
656,28,8,28.05,48.0,33.8,507.5
657,28,9,27.49,54.94,38.12,538.8
658,28,10,27.23,60.1,39.86,531.1
659,28,11,25.96,66.35,,560.9
660,28,12,24.0,71.53,36.22,567.5
661,28,13,23.06,74.39,38.17,602.8
662,28,14,21.72,74.4,38.71,610.4
663,28,15,20.88,77.1,36.41,671.6
664,28,16,20.36,76.62,37.95,709.3
665,28,17,19.25,79.99,37.76,746.3
666,28,18,18.58,83.1,38.97,769.1
667,28,19,19.34,86.89,39.62,747.9
668,28,20,19.74,85.86,,717.5
669,28,21,19.35,85.54,38.42,737.0
670,28,22,21.04,80.59,36.43,697.2
671,28,23,22.43,74.81,34.56,625.8
672,29,0,23.32,71.87,32.5,617.7
673,29,1,23.93,66.25,33.88,584.6
674,29,2,25.63,63.06,32.26,587.9
675,29,3,26.81,56.34,,559.0
676,29,4,28.74,51.32,,529.8
677,29,5,29.2,52.05,34.28,547.9
678,29,6,29.36,54.25,27.88,492.8
679,29,7,28.97,51.53,30.32,477.3
680,29,8,28.86,55.16,30.02,465.1
681,29,9,28.35,55.8,28.97,431.0
682,29,10,27.95,59.03,28.84,487.3
683,29,11,26.43,66.95,29.29,507.2
684,29,12,25.0,72.8,33.29,567.1
685,29,13,23.62,78.37,34.71,609.9
686,29,14,23.02,86.82,38.28,654.2
687,29,15,22.84,86.34,39.87,665.5
688,29,16,,84.72,39.58,665.4
689,29,17,20.99,83.49,38.99,682.4
690,29,18,20.94,83.0,40.14,711.5
691,29,19,20.87,75.31,41.44,704.5
692,29,20,21.7,73.93,42.68,673.7
693,29,21,21.07,70.65,41.0,626.2
694,29,22,21.61,70.74,40.11,612.3
695,29,23,22.36,68.64,39.91,573.7
696,30,0,22.46,63.23,37.62,546.5
697,30,1,23.42,61.58,33.96,514.5
698,30,2,24.35,60.33,31.3,479.7
699,30,3,25.51,54.83,30.06,468.3
700,30,4,27.07,51.17,30.87,467.2
701,30,5,27.53,43.35,32.97,505.7
702,30,6,27.32,40.69,29.85,514.4
703,30,7,27.39,40.35,28.82,550.2
704,30,8,27.71,43.55,28.65,528.9
705,30,9,26.64,44.38,31.08,500.1
706,30,10,25.5,47.41,30.88,524.0
707,30,11,25.02,48.83,,
708,30,12,23.98,54.97,29.53,618.9
709,30,13,23.38,61.6,32.0,674.5
710,30,14,22.43,67.57,32.96,630.7
711,30,15,21.97,71.58,32.81,688.4
712,30,16,20.76,70.1,33.35,712.5
713,30,17,20.41,70.97,36.44,681.7
714,30,18,20.22,71.56,34.74,706.2
715,30,19,19.81,71.14,33.27,705.6
716,30,20,19.6,71.15,35.87,701.9
717,30,21,20.87,74.15,35.58,705.3
718,30,22,21.69,73.95,36.24,685.4
719,30,23,22.31,67.49,36.09,613.0
720,31,0,23.54,66.11,34.92,578.3
721,31,1,25.34,64.31,33.13,507.3
722,31,2,25.21,58.19,33.85,501.1
723,31,3,25.56,57.86,35.21,514.3
724,31,4,,54.88,36.38,461.6
725,31,5,27.61,49.12,33.07,435.3
726,31,6,28.05,50.46,35.3,413.8
727,31,7,28.4,51.88,34.24,413.8
728,31,8,27.43,52.85,32.77,444.0
729,31,9,26.35,55.34,32.89,457.2
730,31,10,25.95,56.51,35.27,504.4
731,31,11,25.14,62.4,37.04,562.7
732,31,12,24.47,66.33,37.22,619.6
733,31,13,23.36,70.89,39.67,617.2
734,31,14,22.57,75.68,40.51,680.3
735,31,15,21.82,75.28,39.81,736.2
736,31,16,21.56,75.37,38.8,783.9
737,31,17,21.47,70.9,39.96,777.4
738,31,18,,74.49,39.79,
739,31,19,19.43,71.37,36.8,715.1
740,31,20,20.59,71.6,38.28,673.2
741,31,21,21.92,71.46,36.68,656.6
742,31,22,22.21,71.03,39.13,654.8
743,31,23,22.32,,35.13,656.8
744,32,0,23.65,61.19,33.81,607.4
745,32,1,25.34,63.16,31.49,571.9
746,32,2,27.27,64.83,28.81,537.5
747,32,3,28.22,64.19,27.42,494.8
748,32,4,28.51,62.04,30.8,494.9
749,32,5,28.38,56.72,30.76,489.8
750,32,6,28.54,58.02,29.08,486.1
751,32,7,28.27,57.51,25.76,496.0
752,32,8,27.41,60.26,23.26,519.3
753,32,9,27.93,60.17,23.66,547.8
754,32,10,27.9,62.49,24.09,544.6
755,32,11,27.25,66.42,25.51,593.1
756,32,12,25.44,70.84,22.87,624.7
757,32,13,24.67,75.94,24.96,639.1
758,32,14,23.81,77.41,29.11,670.5
759,32,15,22.97,76.34,34.0,700.3
760,32,16,22.73,83.96,31.26,742.0
761,32,17,22.34,92.67,30.82,720.1
762,32,18,22.26,93.4,30.09,754.6
763,32,19,22.4,87.77,31.17,743.9
764,32,20,22.65,83.43,,713.1
765,32,21,22.1,82.4,32.86,677.3
766,32,22,22.92,82.98,32.66,626.6
767,32,23,23.56,74.95,31.94,557.2
768,33,0,23.97,70.46,34.56,552.3
769,33,1,25.99,67.01,33.59,576.0
770,33,2,27.76,65.78,33.53,503.7
771,33,3,29.06,61.15,31.22,458.7
772,33,4,29.51,53.78,28.0,465.1
773,33,5,30.32,54.45,26.81,454.9
774,33,6,30.11,57.37,31.56,474.3
775,33,7,29.79,57.28,32.99,474.9
776,33,8,28.6,59.71,33.84,472.1
777,33,9,28.08,60.29,32.38,487.4
778,33,10,27.18,60.7,35.1,455.3
779,33,11,25.47,67.57,33.23,466.7
780,33,12,24.47,72.4,31.31,535.2
781,33,13,23.45,77.43,31.7,604.2
782,33,14,23.43,85.1,37.11,670.8
783,33,15,22.91,84.1,41.83,703.5
784,33,16,22.08,84.4,41.28,661.9
785,33,17,21.65,86.19,40.17,662.9
786,33,18,21.38,84.8,37.01,706.6
787,33,19,21.29,86.66,37.36,743.7
788,33,20,21.07,84.35,37.56,760.2
789,33,21,21.68,78.84,38.73,725.5
790,33,22,22.19,76.16,39.77,660.6
791,33,23,22.65,73.24,38.27,629.2
792,34,0,24.16,72.28,38.27,597.6
793,34,1,25.51,69.34,,604.8
794,34,2,25.65,66.77,35.75,575.0
795,34,3,26.64,64.16,33.79,544.1
796,34,4,27.98,60.7,34.07,521.4
797,34,5,28.96,56.68,34.34,514.5
798,34,6,29.56,56.97,,520.4
799,34,7,29.29,56.32,35.77,499.3
800,34,8,28.35,62.88,32.74,481.5
801,34,9,27.16,68.68,31.31,536.1
802,34,10,26.6,72.67,31.87,515.8
803,34,11,25.88,76.31,30.25,588.4
804,34,12,25.48,78.82,31.04,567.9
805,34,13,24.87,77.98,31.92,588.3
806,34,14,23.63,80.59,36.12,647.1
807,34,15,22.03,83.77,37.53,673.1
808,34,16,21.23,86.6,40.46,660.3
809,34,17,20.98,89.23,41.48,688.7
810,34,18,20.75,92.09,40.51,697.9
811,34,19,20.62,88.82,40.71,691.0
812,34,20,21.23,84.92,41.82,666.5
813,34,21,21.65,86.84,43.47,651.6
814,34,22,22.25,85.48,42.05,616.6
815,34,23,23.5,79.93,37.53,654.5
816,35,0,24.41,75.2,33.15,613.4
817,35,1,25.67,70.6,31.9,570.6
818,35,2,26.83,66.75,26.73,527.4
819,35,3,27.1,64.78,30.38,548.5
820,35,4,27.63,69.59,31.38,483.1
821,35,5,28.9,67.39,30.0,481.7
822,35,6,28.44,67.69,28.03,471.7
823,35,7,27.35,61.87,30.8,441.2
824,35,8,26.31,61.41,29.29,438.9
825,35,9,26.11,67.22,28.4,474.3
826,35,10,25.63,70.88,28.37,483.5
827,35,11,24.88,60.61,30.33,527.3
828,35,12,24.68,67.47,33.27,607.7
829,35,13,22.37,77.71,37.17,641.8
830,35,14,21.92,75.19,40.43,632.8
831,35,15,22.08,83.45,41.23,640.6
832,35,16,20.9,77.5,43.89,659.2
833,35,17,20.44,82.81,42.74,669.2
834,35,18,20.07,83.83,39.18,684.2
835,35,19,19.95,76.76,38.02,693.5
836,35,20,20.43,77.89,36.43,728.3
837,35,21,22.0,79.93,35.08,705.7
838,35,22,23.79,78.37,32.96,649.2
839,35,23,,76.79,31.84,651.1
840,36,0,26.34,71.71,32.83,648.9
841,36,1,27.14,,35.81,616.7
842,36,2,28.77,61.75,31.58,574.9
843,36,3,29.21,64.39,,560.8
844,36,4,29.65,65.22,27.21,530.1
845,36,5,30.01,57.21,29.16,462.2
846,36,6,31.52,52.39,29.2,476.0
847,36,7,31.33,51.12,28.47,503.6
848,36,8,30.1,48.83,30.97,549.4
849,36,9,29.64,52.79,33.99,542.9
850,36,10,28.29,58.34,35.01,569.9
851,36,11,26.85,58.65,34.56,601.4
852,36,12,26.13,66.25,36.5,630.5
853,36,13,24.91,72.89,37.35,660.7
854,36,14,23.92,75.49,38.13,687.0
855,36,15,,78.83,38.26,714.0
856,36,16,22.35,76.11,41.15,748.2
857,36,17,22.03,77.97,42.23,785.0
858,36,18,20.78,79.83,44.56,760.9
859,36,19,21.33,80.99,47.0,747.4
860,36,20,21.23,81.61,47.17,721.3
861,36,21,21.25,80.69,45.12,686.6
862,36,22,22.27,77.36,46.12,622.3
863,36,23,23.46,75.2,45.66,600.8
864,37,0,24.29,74.76,49.35,587.6
865,37,1,25.92,70.63,48.0,555.8
866,37,2,26.28,68.03,47.52,530.0
867,37,3,27.1,64.32,46.32,518.5
868,37,4,27.63,60.04,44.58,535.6
869,37,5,28.22,60.38,42.88,508.7
870,37,6,28.67,58.27,42.67,473.1
871,37,7,28.15,60.2,43.21,477.5
872,37,8,28.3,61.89,45.24,539.2
873,37,9,27.78,63.45,45.66,524.4
874,37,10,26.07,65.77,44.75,565.8
875,37,11,24.37,68.16,44.44,621.5
876,37,12,23.72,67.56,42.33,587.3
877,37,13,22.89,73.59,46.51,632.3
878,37,14,22.14,78.66,45.91,678.0
879,37,15,21.53,84.9,48.35,695.3
880,37,16,21.2,85.91,49.06,698.6
881,37,17,21.4,93.49,49.59,698.6
882,37,18,20.72,92.54,49.0,699.0
883,37,19,20.39,89.26,46.88,692.6
884,37,20,20.46,84.98,44.33,673.9
885,37,21,21.53,77.94,47.17,652.8
886,37,22,23.18,80.54,46.24,664.7
887,37,23,23.96,81.47,47.21,606.9
888,38,0,23.82,79.29,48.45,538.0
889,38,1,24.31,72.42,45.87,548.7
890,38,2,25.28,74.31,,520.3
891,38,3,26.25,69.56,43.87,491.1
892,38,4,27.08,66.0,40.39,475.2
893,38,5,27.85,68.59,39.37,474.1
894,38,6,28.11,69.35,40.24,460.9
895,38,7,28.76,75.61,39.11,483.0
896,38,8,28.13,76.32,38.72,473.7
897,38,9,27.21,76.09,38.96,491.2
898,38,10,26.83,76.26,44.01,466.9
899,38,11,25.22,73.59,40.88,538.8
900,38,12,24.63,76.66,42.91,572.7
901,38,13,23.81,84.1,43.34,627.4
902,38,14,22.9,89.22,42.98,671.6
903,38,15,22.98,91.93,43.36,711.3
904,38,16,21.96,90.92,45.48,729.2
905,38,17,22.6,93.11,47.34,750.0
906,38,18,22.16,96.6,47.72,727.9
907,38,19,21.52,96.97,49.62,696.4
908,38,20,21.98,95.47,51.41,687.9
909,38,21,22.09,90.19,51.84,657.3
910,38,22,22.66,89.55,49.26,675.4
911,38,23,24.0,76.1,48.8,656.7
912,39,0,25.41,74.13,48.24,607.1
913,39,1,26.16,78.5,45.0,571.5
914,39,2,27.7,69.92,40.56,548.8
915,39,3,29.08,66.25,35.69,524.3
916,39,4,30.29,64.08,35.62,514.0
917,39,5,30.7,61.42,36.18,504.5
918,39,6,31.27,64.39,33.96,466.1
919,39,7,29.85,66.28,36.68,422.0
920,39,8,29.21,68.04,37.62,437.5
921,39,9,28.11,72.6,41.15,483.0
922,39,10,27.41,75.29,42.62,507.3
923,39,11,26.19,88.04,41.3,575.7
924,39,12,25.17,90.88,43.34,608.3
925,39,13,25.16,93.99,45.7,675.8
926,39,14,24.0,91.22,45.43,730.7
927,39,15,23.3,92.21,43.36,775.1
928,39,16,22.45,97.81,44.48,754.4
929,39,17,22.04,94.71,43.12,763.2
930,39,18,,88.71,45.92,794.7
931,39,19,22.17,89.05,45.13,790.2
932,39,20,23.08,92.32,48.41,785.0
933,39,21,24.37,90.16,43.4,723.2
934,39,22,25.05,86.13,43.15,744.7
935,39,23,26.03,77.13,45.31,687.4
936,40,0,26.22,75.46,42.45,602.3
937,40,1,27.11,74.16,41.23,566.4
938,40,2,28.47,65.49,39.63,480.9
939,40,3,29.58,66.7,37.66,442.1
940,40,4,30.11,67.01,37.87,502.4
941,40,5,30.77,69.0,35.15,484.4
942,40,6,30.92,69.92,35.31,449.0
943,40,7,31.15,71.9,36.96,462.9
944,40,8,30.58,74.31,37.27,460.1
945,40,9,29.5,78.55,,510.8
946,40,10,28.65,75.23,39.68,518.7
947,40,11,26.05,74.16,42.37,562.2
948,40,12,25.35,76.22,41.43,570.3
949,40,13,22.58,80.32,40.18,675.6
950,40,14,21.19,85.7,39.79,715.2
951,40,15,21.11,90.17,42.39,732.9
952,40,16,21.08,96.14,44.08,742.3
953,40,17,20.35,100.0,46.47,739.6
954,40,18,20.18,98.22,46.17,726.1
955,40,19,21.33,98.25,44.45,706.3
956,40,20,21.61,93.97,46.31,742.8
957,40,21,23.52,91.13,44.78,709.1
958,40,22,24.25,89.16,44.62,632.5
959,40,23,25.33,75.36,40.8,583.6
960,41,0,27.07,79.99,39.15,588.1
961,41,1,27.93,78.07,40.73,557.7
962,41,2,28.19,72.7,38.68,532.3
963,41,3,28.9,75.63,39.93,543.2
964,41,4,29.48,71.74,34.89,505.8
965,41,5,29.17,70.36,34.06,513.5
966,41,6,29.29,68.11,34.33,493.7
967,41,7,28.91,73.51,38.66,515.6
968,41,8,29.14,,,518.5
969,41,9,28.57,76.37,,533.7
970,41,10,27.63,82.59,42.76,581.8
971,41,11,26.67,87.09,42.37,628.8
972,41,12,25.81,89.85,42.89,652.4
973,41,13,25.11,96.24,44.49,669.4
974,41,14,23.6,100.0,42.72,738.3
975,41,15,22.32,100.0,43.15,771.9
976,41,16,22.4,100.0,46.89,773.9
977,41,17,21.81,100.0,48.58,764.9
978,41,18,21.02,100.0,48.53,793.1
979,41,19,21.57,100.0,48.77,786.8
980,41,20,22.31,100.0,49.65,766.0
981,41,21,22.22,97.18,50.55,746.5
982,41,22,23.35,,48.45,726.8
983,41,23,24.81,85.11,50.53,692.4
984,42,0,26.07,81.36,51.8,688.3
985,42,1,27.41,83.08,51.57,681.6
986,42,2,27.6,80.69,48.29,655.2
987,42,3,28.67,74.34,45.03,653.6
988,42,4,29.19,69.65,43.6,620.2
989,42,5,29.41,72.45,43.26,613.1
990,42,6,30.08,74.98,39.53,621.0
991,42,7,30.68,74.88,40.96,635.7
992,42,8,31.02,,44.11,654.2
993,42,9,30.74,79.82,45.81,671.7
994,42,10,29.49,79.21,45.09,728.4
995,42,11,28.41,83.73,44.43,722.1
996,42,12,27.5,94.06,46.2,732.7
997,42,13,26.24,97.41,46.99,745.0
998,42,14,25.1,97.63,48.94,754.2
999,42,15,,100.0,50.97,721.8
1000,42,16,23.57,100.0,53.67,776.3
1001,42,17,,98.43,51.48,758.4
1002,42,18,22.2,100.0,52.01,767.1
1003,42,19,22.64,100.0,51.05,727.1
1004,42,20,22.96,100.0,50.45,735.7
1005,42,21,23.71,97.03,51.56,699.0
1006,42,22,24.79,90.88,52.53,650.4
1007,42,23,25.43,87.02,54.04,634.6
1008,43,0,26.78,81.7,53.28,592.4
1009,43,1,27.88,75.21,51.43,555.0
1010,43,2,28.09,78.01,49.46,539.4
1011,43,3,29.65,76.29,44.75,541.6
1012,43,4,29.9,75.45,46.79,505.1
1013,43,5,29.42,76.24,45.47,474.0
1014,43,6,29.15,77.42,46.17,479.1
1015,43,7,28.71,,47.4,503.9
1016,43,8,28.6,77.62,44.95,556.6
1017,43,9,28.04,78.61,,546.9
1018,43,10,27.24,82.62,47.71,566.2
1019,43,11,26.77,86.74,49.06,627.9
1020,43,12,26.0,88.9,48.7,706.6
1021,43,13,25.16,88.44,49.39,704.1
1022,43,14,24.41,,52.48,710.9
1023,43,15,23.85,95.26,54.92,745.0
1024,43,16,22.07,92.14,52.21,748.0
1025,43,17,21.62,96.0,55.8,741.7
1026,43,18,20.54,99.97,57.48,755.5
1027,43,19,21.04,100.0,56.49,792.2
1028,43,20,21.7,100.0,53.25,743.5
1029,43,21,23.07,99.22,54.56,763.5
1030,43,22,24.56,92.51,54.33,720.0
1031,43,23,25.57,89.69,50.03,698.2
1032,44,0,26.28,86.49,48.45,704.4
1033,44,1,27.56,80.18,53.65,673.4
1034,44,2,28.21,76.34,52.08,629.0
1035,44,3,29.05,67.63,49.19,616.4
1036,44,4,30.19,69.04,46.17,585.5
1037,44,5,30.22,65.79,49.19,580.8
1038,44,6,30.74,65.95,50.29,564.9
1039,44,7,30.85,62.88,52.66,585.5
1040,44,8,29.84,63.77,52.75,555.2
1041,44,9,29.67,66.53,55.13,547.9
1042,44,10,29.08,70.78,,540.4
1043,44,11,28.01,76.88,53.93,575.7
1044,44,12,26.46,85.83,54.91,575.4
1045,44,13,24.97,92.06,58.08,600.8
1046,44,14,23.8,98.44,58.85,614.5
1047,44,15,,100.0,57.61,691.1
1048,44,16,22.26,100.0,57.77,692.5
1049,44,17,22.2,100.0,54.27,682.0
1050,44,18,21.5,100.0,49.6,705.4
1051,44,19,21.7,100.0,51.45,753.7
1052,44,20,22.31,100.0,50.43,741.2
1053,44,21,24.28,100.0,49.46,723.7
1054,44,22,24.27,97.78,50.52,733.4
1055,44,23,25.98,93.0,52.39,723.5
1056,45,0,26.96,91.27,52.19,697.4
1057,45,1,28.08,86.87,54.69,645.3
1058,45,2,28.97,86.29,54.06,624.5
1059,45,3,29.9,86.39,53.14,561.2
1060,45,4,30.32,86.48,52.29,527.9
1061,45,5,31.35,87.19,48.66,555.1
1062,45,6,31.03,81.89,50.09,581.2
1063,45,7,31.33,82.76,44.84,589.4
1064,45,8,30.39,81.3,44.12,545.6
1065,45,9,29.62,77.96,44.96,535.4
1066,45,10,28.17,80.12,44.35,548.6
1067,45,11,27.48,87.75,44.71,580.3
1068,45,12,27.16,92.57,49.77,586.8
1069,45,13,25.93,100.0,52.97,622.1
1070,45,14,24.75,100.0,52.3,705.0
1071,45,15,23.3,100.0,52.09,741.5
1072,45,16,22.6,100.0,50.18,766.0
1073,45,17,21.47,100.0,52.26,751.8
1074,45,18,21.1,100.0,52.0,
1075,45,19,21.61,100.0,48.07,692.0
1076,45,20,22.86,100.0,48.4,650.1
1077,45,21,24.92,100.0,49.09,649.6
1078,45,22,25.19,,50.51,648.2
1079,45,23,26.72,100.0,49.5,605.4
1080,46,0,27.61,100.0,47.83,590.5
1081,46,1,28.33,94.06,50.94,606.2
1082,46,2,29.34,89.14,49.74,629.2
1083,46,3,30.02,84.86,50.14,618.9
1084,46,4,30.56,83.97,48.09,588.5
1085,46,5,30.62,86.11,48.87,589.8
1086,46,6,30.0,85.25,45.52,612.3
1087,46,7,29.18,90.27,44.74,555.1
1088,46,8,29.33,92.51,42.83,602.2
1089,46,9,28.67,92.15,,600.4
1090,46,10,27.67,96.04,46.35,607.8
1091,46,11,26.86,100.0,46.23,626.5
1092,46,12,26.35,100.0,48.95,665.7
1093,46,13,25.43,100.0,53.1,667.8
1094,46,14,24.13,,53.78,692.9
1095,46,15,23.98,100.0,56.39,734.8
1096,46,16,24.07,100.0,57.71,
1097,46,17,23.7,100.0,57.9,782.4
1098,46,18,23.83,100.0,59.11,777.2
1099,46,19,24.32,100.0,62.13,790.7
1100,46,20,24.94,100.0,59.61,802.8
1101,46,21,25.5,100.0,56.43,802.6
1102,46,22,26.25,100.0,53.19,779.7
1103,46,23,27.12,100.0,54.08,765.1
1104,47,0,27.27,100.0,54.99,744.6
1105,47,1,28.5,96.44,52.37,767.6
1106,47,2,28.59,91.6,46.78,748.2
1107,47,3,29.0,84.67,44.72,698.8
1108,47,4,30.35,83.66,45.41,638.3
1109,47,5,31.09,85.33,44.98,607.4
1110,47,6,31.82,88.38,45.32,585.4
1111,47,7,31.28,87.76,44.47,595.4
1112,47,8,30.12,89.38,47.06,582.1
1113,47,9,29.33,89.69,48.32,627.0
1114,47,10,28.55,,50.21,609.3
1115,47,11,27.61,96.19,51.27,596.0
1116,47,12,27.13,98.91,53.12,628.6
1117,47,13,25.78,100.0,54.76,643.2
1118,47,14,24.93,100.0,53.49,647.9
1119,47,15,23.52,100.0,54.92,667.6
1120,47,16,23.14,100.0,56.92,679.2
1121,47,17,22.72,100.0,59.29,704.1
1122,47,18,22.19,100.0,59.71,703.4
1123,47,19,22.27,100.0,57.08,697.4
1124,47,20,22.65,100.0,54.73,697.0
1125,47,21,23.23,100.0,53.1,713.3
1126,47,22,25.03,98.52,52.63,730.0
1127,47,23,25.84,97.35,51.36,703.2
1128,48,0,26.68,94.71,48.04,676.0
1129,48,1,26.63,90.66,44.95,637.9
1130,48,2,27.33,87.96,40.19,619.7
1131,48,3,28.26,82.01,33.9,601.6
1132,48,4,28.77,78.46,34.33,
1133,48,5,30.1,76.61,39.79,544.2
1134,48,6,30.2,71.1,43.89,534.2
1135,48,7,30.77,68.47,42.28,547.7
1136,48,8,30.32,67.33,43.37,558.5
1137,48,9,29.63,73.05,41.39,553.7
1138,48,10,28.7,77.54,40.17,549.3
1139,48,11,27.7,83.46,39.53,606.0
1140,48,12,27.49,82.03,41.06,621.6
1141,48,13,25.1,82.29,42.62,614.5
1142,48,14,23.2,89.17,44.93,676.4
1143,48,15,22.36,84.82,47.79,719.2
1144,48,16,22.0,92.65,48.26,739.2
1145,48,17,22.15,89.8,49.25,732.1
1146,48,18,22.35,94.48,47.65,739.9
1147,48,19,22.32,92.44,45.46,
1148,48,20,23.29,,42.9,720.4
1149,48,21,24.39,100.0,44.61,668.7
1150,48,22,25.17,93.04,43.93,639.5
1151,48,23,26.48,91.91,40.02,622.0
1152,49,0,27.45,82.71,39.95,588.8
1153,49,1,28.01,80.85,37.42,584.5
1154,49,2,29.23,77.12,40.92,589.4
1155,49,3,29.96,74.91,39.63,573.0
1156,49,4,30.47,70.2,41.1,568.2
1157,49,5,31.5,71.72,43.41,561.1
1158,49,6,30.18,67.18,41.63,554.7
1159,49,7,29.4,72.21,42.34,524.1
1160,49,8,28.6,72.74,44.21,513.3
1161,49,9,28.05,71.28,45.3,504.9
1162,49,10,27.35,80.0,47.02,536.5
1163,49,11,25.86,83.57,45.4,580.7
1164,49,12,24.66,93.33,47.88,582.6
1165,49,13,23.56,100.0,48.14,627.0
1166,49,14,24.2,100.0,50.07,643.5
1167,49,15,24.33,100.0,52.91,653.0
1168,49,16,23.35,100.0,54.85,670.0
1169,49,17,22.7,100.0,55.78,667.9
1170,49,18,21.97,100.0,56.98,703.2
1171,49,19,21.25,100.0,57.9,706.2
1172,49,20,21.87,100.0,60.06,724.9
1173,49,21,22.23,100.0,58.66,700.4
1174,49,22,23.3,100.0,57.54,671.8
1175,49,23,23.7,100.0,57.85,696.7
1176,50,0,24.7,94.06,55.12,624.0
1177,50,1,26.16,87.82,50.86,630.2
1178,50,2,27.57,82.16,50.66,642.2
1179,50,3,28.79,74.7,49.11,629.9
1180,50,4,28.86,70.44,45.82,594.0
1181,50,5,29.9,74.03,46.45,611.7
1182,50,6,29.72,72.89,49.1,589.1
1183,50,7,30.05,75.57,45.61,567.9
1184,50,8,29.69,,48.06,566.2
1185,50,9,28.41,74.22,43.42,569.2
1186,50,10,27.6,77.26,43.76,570.9
1187,50,11,26.98,79.85,48.78,631.6
1188,50,12,26.35,84.81,49.11,642.5
1189,50,13,25.26,87.61,50.36,675.0
1190,50,14,25.09,85.39,52.85,669.8
1191,50,15,24.63,92.5,50.1,702.5
1192,50,16,23.66,96.36,51.08,698.6
1193,50,17,23.5,97.48,51.78,690.4
1194,50,18,24.14,95.7,55.77,704.1
1195,50,19,,91.65,52.91,737.3
1196,50,20,24.23,92.13,51.77,741.6
1197,50,21,24.14,95.64,49.37,738.0
1198,50,22,25.6,93.49,46.73,710.4
1199,50,23,25.8,85.95,48.47,673.9
1200,51,0,26.09,83.44,47.65,664.6
1201,51,1,26.94,79.92,45.65,618.2
1202,51,2,28.22,79.37,43.89,611.1
1203,51,3,29.03,78.19,42.25,614.8
1204,51,4,29.38,66.72,41.06,568.1
1205,51,5,29.54,67.81,,536.2
1206,51,6,29.46,64.93,38.58,519.0
1207,51,7,29.07,62.1,38.63,488.8
1208,51,8,30.04,64.35,38.16,496.6
1209,51,9,29.52,69.19,39.83,556.4
1210,51,10,29.07,68.3,41.76,557.1
1211,51,11,27.72,75.43,42.12,624.8
1212,51,12,26.53,82.57,43.43,644.8
1213,51,13,25.1,87.17,49.32,730.1
1214,51,14,22.86,88.67,54.57,735.3
1215,51,15,21.64,89.57,52.9,753.4
1216,51,16,20.47,96.03,51.57,747.5
1217,51,17,19.43,93.49,49.91,743.8
1218,51,18,19.31,98.18,52.41,785.2
1219,51,19,20.71,97.64,51.5,791.2
1220,51,20,21.44,96.33,51.67,801.6
1221,51,21,23.01,89.27,55.06,743.0
1222,51,22,24.14,86.72,53.84,733.7
1223,51,23,25.53,85.87,53.95,677.4
1224,52,0,26.07,78.57,53.5,613.8
1225,52,1,27.42,77.18,50.78,594.5
1226,52,2,28.73,74.52,51.59,575.3
1227,52,3,,70.05,48.54,554.3
1228,52,4,30.09,70.96,50.27,555.1
1229,52,5,30.71,63.18,48.15,563.9
1230,52,6,30.46,64.79,46.68,592.3
1231,52,7,29.73,70.97,44.39,557.5
1232,52,8,28.82,76.92,42.93,603.7
1233,52,9,28.42,80.06,42.88,661.4
1234,52,10,27.89,81.75,39.09,662.8
1235,52,11,26.61,83.12,40.28,639.2
1236,52,12,25.72,86.02,40.97,632.7
1237,52,13,25.08,91.56,44.29,654.9
1238,52,14,,92.59,46.56,738.2
1239,52,15,24.36,98.1,46.31,759.2
1240,52,16,24.18,100.0,46.47,759.2
1241,52,17,23.0,100.0,46.88,753.2
1242,52,18,23.58,100.0,50.47,726.1
1243,52,19,23.18,98.04,48.81,750.3
1244,52,20,23.94,99.15,47.25,738.3
1245,52,21,24.38,96.56,44.74,773.9
1246,52,22,24.8,96.07,41.52,758.7
1247,52,23,24.75,90.51,41.98,743.0
1248,53,0,25.79,89.01,42.01,696.3
1249,53,1,,84.25,44.09,630.8
1250,53,2,27.8,78.14,45.44,577.9
1251,53,3,29.47,73.82,49.41,520.3
1252,53,4,29.61,67.97,48.14,530.4
1253,53,5,30.17,72.98,46.79,510.7
1254,53,6,29.92,71.93,43.72,533.5
1255,53,7,29.52,74.18,45.21,540.0
1256,53,8,29.62,73.66,45.66,543.3
1257,53,9,28.96,72.72,47.4,533.1
1258,53,10,29.01,75.34,45.64,569.7
1259,53,11,27.64,82.53,47.26,595.7
1260,53,12,27.01,84.69,48.58,652.2
1261,53,13,25.85,86.0,49.74,664.4
1262,53,14,25.14,90.42,49.16,710.5
1263,53,15,23.89,95.25,52.34,775.6
1264,53,16,23.11,100.0,56.82,794.7
1265,53,17,22.56,100.0,54.34,819.4
1266,53,18,21.95,100.0,55.55,829.0
1267,53,19,22.45,,49.18,862.7
1268,53,20,23.14,100.0,50.26,844.6
1269,53,21,23.97,95.54,45.87,828.5
1270,53,22,25.43,89.12,44.35,787.8
