day,capture_hour,temp_mean,temp_min,temp_max,temp_range,hours_temp_in_band,rh_mean,rh_max,rh_min,rh_std,hours_rh_above_85,rh_trend,soil_mean,co2_mean,risk
130,8,26.63,21.86,30.88,9.02,104,86.255,100.0,66.1,9.198,71,-0.074,50.523,646.174,Medium
130,18,26.561,21.86,30.88,9.02,103,85.401,100.0,66.1,8.968,67,-0.059,49.442,648.125,Low
131,8,26.447,21.86,30.88,9.02,105,84.422,100.0,55.24,9.821,61,-0.15,48.732,646.996,Medium
131,18,26.353,21.86,30.88,9.02,105,83.821,100.0,55.24,10.195,59,-0.16,48.27,648.611,Medium
132,8,26.484,21.86,31.09,9.23,102,82.662,100.0,55.24,10.46,55,-0.15,47.065,648.124,Medium
132,18,26.428,21.8,31.09,9.29,102,81.391,99.91,55.24,9.607,49,-0.084,46.022,647.077,Medium
133,8,26.347,21.8,31.09,9.29,102,80.318,96.1,55.24,9.253,45,-0.067,45.879,655.835,Medium
133,18,26.196,20.47,31.09,10.62,102,80.434,96.1,55.24,9.343,44,-0.007,45.883,660.924,Medium
134,8,25.922,20.45,31.09,10.64,100,79.812,96.1,55.24,9.691,43,-0.025,45.232,666.789,Medium
134,18,25.945,20.45,31.09,10.64,100,79.472,96.1,55.24,9.5,38,0.015,44.785,668.588,Medium
135,8,25.893,20.45,31.09,10.64,104,78.482,96.1,55.24,9.859,34,-0.037,44.334,665.013,Medium
135,18,25.726,20.45,31.09,10.64,104,78.671,98.46,55.24,10.358,35,0.007,43.196,660.647,Medium
136,8,25.639,20.45,31.09,10.64,107,78.243,98.46,47.08,11.123,36,-0.079,41.654,655.67,Medium
136,18,25.582,20.45,31.09,10.64,107,78.218,98.46,47.08,11.175,36,-0.071,41.522,649.56,Medium
137,8,25.273,20.45,30.86,10.41,110,77.941,98.46,47.08,11.217,36,-0.069,40.851,654.811,Medium
137,18,25.11,20.45,30.86,10.41,108,78.279,99.43,47.08,11.64,38,-0.015,40.872,651.182,Medium
138,8,24.978,20.45,30.86,10.41,109,78.283,99.43,47.08,11.729,39,-0.022,40.199,642.23,Low
138,18,25.043,20.45,30.86,10.41,111,77.709,99.43,47.08,11.58,37,0.033,39.201,633.304,Low
139,8,25.196,20.49,30.86,10.37,113,76.263,99.43,46.56,12.625,34,-0.052,38.197,628.544,Low
139,18,25.111,20.49,30.86,10.37,109,75.561,99.43,46.56,12.847,33,-0.032,36.693,624.892,Low
140,8,24.877,20.3,29.64,9.34,107,75.189,99.43,46.56,13.065,33,-0.109,35.214,622.314,Low
140,18,24.866,20.3,29.64,9.34,106,74.601,99.43,46.56,12.644,30,-0.057,34.37,622.034,Low
141,8,24.582,19.23,29.64,10.41,102,74.093,99.43,46.56,12.314,28,-0.138,33.764,615.306,Low
141,18,24.426,19.23,29.64,10.41,98,72.987,99.43,46.56,12.181,24,-0.147,32.45,614.877,Low
142,8,24.371,19.23,29.64,10.41,97,71.479,99.43,46.56,12.141,19,-0.165,31.481,596.132,Low
142,18,24.32,19.23,29.64,10.41,94,70.276,92.09,46.56,10.946,13,-0.094,31.222,587.508,Low
143,8,24.232,19.23,29.64,10.41,92,68.203,90.38,45.52,11.239,9,-0.098,31.052,577.499,Low
143,18,24.15,19.23,29.64,10.41,92,67.051,90.38,45.52,10.784,5,-0.048,30.769,576.115,Low
144,8,24.122,19.23,29.62,10.39,92,66.806,88.35,45.52,10.526,4,-0.097,30.905,567.417,Low
144,18,24.166,19.23,29.62,10.39,94,66.521,88.35,45.52,10.334,2,-0.05,31.986,563.964,Low
145,8,24.25,19.23,29.62,10.39,97,66.162,88.35,45.52,10.804,2,-0.061,32.605,561.868,Low
145,18,24.271,19.23,29.62,10.39,98,66.117,96.48,45.52,11.127,3,0.03,33.197,560.591,Low
146,8,24.45,19.45,30.28,10.83,96,66.756,96.48,45.52,11.533,5,0.045,34.039,561.96,Low
146,18,24.599,19.66,30.28,10.62,99,67.589,96.48,45.52,11.834,5,0.076,35.075,565.343,Low
147,8,24.754,19.78,30.28,10.5,101,67.448,96.48,45.52,12.201,5,0.031,35.748,571.029,Low
147,18,24.882,19.94,30.28,10.34,104,67.349,96.48,45.52,12.495,6,0.069,35.518,578.968,Low
148,8,24.972,19.94,30.28,10.34,105,68.607,96.48,46.72,11.868,6,0.044,34.991,582.845,Low
148,18,24.967,19.94,30.28,10.34,104,69.721,96.48,47.53,11.938,9,0.076,35.324,587.135,Low
149,8,24.923,19.94,30.28,10.34,104,69.595,96.48,39.09,12.36,9,-0.026,36.268,601.026,Low
149,18,24.95,19.97,30.28,10.31,106,69.765,96.48,39.09,12.273,9,-0.01,36.597,607.709,Low
150,8,25.034,19.97,30.28,10.31,107,70.282,96.48,39.09,12.018,9,-0.054,37.567,609.598,Low
150,18,25.113,19.97,30.28,10.31,108,70.678,93.43,39.09,11.981,12,0.015,38.02,608.575,Low
151,8,25.296,19.97,30.39,10.42,111,70.79,89.49,39.09,11.63,11,0.02,37.558,611.404,Low
151,18,25.3,19.97,30.39,10.42,112,71.289,95.63,39.09,12.034,15,0.088,37.747,610.804,Low
152,8,25.36,19.97,30.73,10.76,109,73.336,95.87,39.09,11.587,20,0.084,38.624,616.106,Medium
152,18,25.406,19.97,30.73,10.76,110,74.736,100.0,39.09,12.071,26,0.13,39.17,616.28,Medium
153,8,25.573,20.75,30.89,10.14,108,76.43,100.0,39.09,12.887,34,0.158,39.971,620.77,Medium
153,18,25.657,20.93,30.89,9.96,108,76.691,100.0,39.09,13.023,35,0.201,40.28,621.346,Medium
154,8,25.661,20.56,30.89,10.33,105,78.573,100.0,55.36,11.202,39,0.097,40.232,621.921,Medium
154,18,25.666,20.56,30.89,10.33,104,79.803,100.0,55.36,11.285,45,0.104,40.283,627.802,Medium
155,8,25.632,20.56,30.89,10.33,104,81.916,100.0,58.88,10.546,54,0.066,40.918,641.48,Medium
155,18,25.64,20.56,30.89,10.33,103,81.915,100.0,58.88,10.364,51,0.059,41.799,654.0,Medium
156,8,25.672,20.56,31.31,10.75,100,82.068,100.0,62.98,10.067,51,-0.056,43.163,667.352,Medium
156,18,25.79,20.56,31.31,10.75,99,82.992,100.0,62.98,10.406,55,-0.015,43.559,673.146,Medium
157,8,25.756,20.56,31.31,10.75,100,84.171,100.0,62.98,10.545,59,0.011,43.476,672.078,Medium
157,18,25.78,20.56,31.31,10.75,101,84.878,100.0,62.98,10.821,62,0.072,43.089,672.546,Medium
158,8,25.88,20.56,31.31,10.75,102,83.884,100.0,55.21,11.757,59,0.033,43.588,671.121,Medium
158,18,25.857,20.56,31.31,10.75,103,83.913,100.0,55.21,11.979,61,0.032,44.323,667.901,Medium
159,8,26.004,21.43,31.31,9.88,106,84.055,100.0,55.21,12.054,61,-0.047,44.984,656.587,High
159,18,26.013,21.43,31.31,9.88,107,84.412,100.0,55.21,12.188,62,-0.003,44.708,648.145,High
160,8,26.197,21.43,31.55,10.12,102,83.938,100.0,55.21,12.383,59,0.003,44.613,641.006,High
160,18,26.286,21.43,31.55,10.12,102,84.773,100.0,55.21,12.618,62,0.018,44.826,633.771,High
161,8,26.262,21.48,31.55,10.07,104,86.386,100.0,55.21,12.124,68,-0.053,45.939,618.11,High
161,18,26.189,21.27,31.55,10.28,105,86.173,100.0,55.21,11.949,68,-0.008,46.864,619.036,Medium
162,8,26.253,21.27,31.55,10.28,102,85.358,100.0,55.21,12.158,65,0.01,48.423,630.623,Low
162,18,26.25,21.27,31.55,10.28,102,84.912,100.0,55.21,11.879,63,0.081,49.491,632.858,High
163,8,26.046,21.27,31.55,10.28,103,85.823,100.0,61.21,10.689,64,0.03,50.187,637.649,High
163,18,26.052,21.27,31.55,10.28,103,86.493,100.0,67.71,10.478,67,0.042,50.227,640.249,High
164,8,26.013,21.27,31.55,10.28,101,87.167,100.0,69.92,9.871,67,-0.029,50.054,649.847,High
164,18,26.041,21.01,31.55,10.54,101,87.546,100.0,69.92,9.933,70,0.025,50.956,652.962,High
165,8,26.078,21.01,31.25,10.24,100,87.95,100.0,68.99,9.684,71,-0.013,52.065,651.603,High
165,18,26.093,21.01,31.25,10.24,99,87.366,100.0,65.63,9.746,69,-0.013,52.016,651.18,High
166,8,26.038,21.01,31.05,10.04,103,87.33,100.0,65.63,9.442,69,-0.023,51.509,656.216,High
166,18,26.046,21.01,31.05,10.04,102,87.107,100.0,65.63,9.302,69,-0.008,50.713,654.277,High
167,8,26.021,21.01,31.05,10.04,107,86.688,100.0,65.63,9.317,67,-0.063,49.307,640.558,High
167,18,26.028,21.01,31.05,10.04,107,86.961,100.0,65.63,9.646,67,-0.012,49.172,641.79,High
168,8,26.268,21.01,31.59,10.58,103,87.572,100.0,65.63,9.341,68,-0.011,49.018,646.494,High
168,18,26.297,20.64,31.59,10.95,100,87.433,100.0,65.63,9.375,66,0.016,48.471,648.733,High
169,8,26.273,20.64,31.59,10.95,99,86.225,100.0,55.46,11.189,65,-0.085,48.366,640.26,High
169,18,26.215,20.64,31.59,10.95,99,84.864,100.0,55.46,11.494,59,-0.064,47.814,638.219,High
170,8,26.134,20.64,31.59,10.95,103,83.874,100.0,55.46,11.802,56,-0.091,46.336,631.629,Medium
170,18,25.976,20.64,31.59,10.95,105,84.405,100.0,55.46,11.89,60,-0.064,45.784,631.764,Medium
171,8,25.843,20.22,31.59,11.37,103,83.112,100.0,55.46,12.45,56,-0.1,45.384,626.928,Medium
171,18,25.8,20.22,31.59,11.37,104,83.125,100.0,55.46,12.756,54,-0.059,44.986,623.962,Medium
172,8,25.813,20.22,31.59,11.37,100,82.566,100.0,54.59,13.556,54,-0.121,44.613,622.113,Medium
172,18,25.86,20.22,31.59,11.37,97,81.355,100.0,54.59,13.258,49,-0.077,44.26,615.088,Medium
173,8,25.653,20.22,30.77,10.55,103,79.252,100.0,54.57,13.666,46,-0.072,43.464,606.745,High
173,18,25.624,20.22,30.77,10.55,105,78.373,100.0,54.57,13.369,43,-0.023,43.292,602.799,Medium
174,8,25.591,20.22,30.77,10.55,107,78.044,100.0,52.95,13.337,43,-0.096,43.252,603.379,Medium
174,18,25.556,20.22,30.77,10.55,104,77.691,100.0,52.95,13.097,41,-0.099,43.544,601.797,High
175,8,25.332,20.22,30.31,10.09,104,76.36,100.0,46.39,13.658,37,-0.161,44.157,601.104,Low
175,18,25.373,20.22,30.31,10.09,104,74.243,100.0,46.39,13.093,29,-0.136,43.477,596.276,Low
176,8,25.353,20.55,30.31,9.76,106,72.815,100.0,46.39,13.392,26,-0.185,42.933,603.95,Low
176,18,25.377,20.55,30.31,9.76,106,71.397,100.0,46.39,12.66,20,-0.121,42.452,603.51,Low
177,8,25.425,20.55,30.42,9.87,108,71.002,94.98,46.39,11.92,16,-0.094,42.217,611.152,Low
177,18,25.388,20.4,30.42,10.02,110,71.533,94.93,46.39,12.132,20,0.002,41.877,611.006,Low
178,8,25.282,20.21,30.42,10.21,108,71.572,94.79,46.39,12.042,19,0.01,40.873,603.128,Low
178,18,25.203,20.19,30.42,10.23,107,71.667,94.79,46.39,12.273,20,0.082,40.463,596.772,Low
179,8,25.11,20.19,30.42,10.23,107,71.011,97.38,46.0,12.95,19,0.038,39.252,598.316,Low
179,18,25.057,20.19,30.42,10.23,107,70.132,97.38,46.0,12.81,17,0.037,38.468,600.624,Low
180,8,25.054,19.65,30.42,10.77,107,69.007,97.38,46.0,13.194,17,-0.066,37.189,602.227,Low
180,18,24.964,19.65,30.42,10.77,104,69.49,97.38,46.0,13.43,18,-0.071,37.181,605.599,Low
181,8,24.944,19.65,30.42,10.77,103,68.384,97.38,40.86,14.646,18,-0.193,36.754,598.213,Low
181,18,24.867,19.65,30.42,10.77,101,68.024,97.38,40.86,14.461,18,-0.189,36.9,601.754,Low
182,8,24.572,19.65,28.96,9.31,101,66.508,97.38,40.86,14.689,18,-0.216,36.936,599.278,Low
182,18,24.415,19.65,28.95,9.3,101,65.457,97.38,40.86,14.035,13,-0.096,36.734,597.532,Low
183,8,24.371,19.65,28.95,9.3,101,65.424,97.38,40.86,13.935,13,-0.02,36.66,598.165,Low
183,18,24.307,19.65,28.95,9.3,101,65.139,97.38,40.86,13.503,11,0.094,36.271,600.157,Low
184,8,24.258,19.65,28.95,9.3,99,64.567,91.33,40.8,13.282,9,0.069,36.027,595.654,Low
184,18,24.271,19.65,28.95,9.3,100,64.894,91.33,40.8,13.33,9,0.091,36.264,593.388,Low
185,8,24.346,19.84,30.05,10.21,100,65.771,91.33,40.8,13.063,9,0.023,36.611,595.406,Low
185,18,24.298,19.84,30.05,10.21,100,65.418,91.33,40.8,12.912,8,0.052,36.867,596.012,Low
186,8,24.279,19.84,30.05,10.21,100,66.76,91.33,40.8,11.996,8,-0.025,35.771,602.204,Low
186,18,24.276,19.84,30.05,10.21,101,68.018,91.33,40.8,12.566,12,0.033,35.104,600.263,Low
187,8,24.508,19.84,30.05,10.21,102,68.812,91.33,40.8,12.696,12,-0.045,35.154,599.389,Low
187,18,24.664,19.84,30.05,10.21,103,68.385,91.33,40.8,12.218,10,-0.024,34.691,602.947,Low
188,8,24.797,20.03,30.05,10.02,105,66.975,89.38,40.8,12.427,7,-0.048,35.079,613.903,Low
188,18,24.798,20.03,30.05,10.02,106,66.508,89.38,40.8,12.173,4,0.022,35.075,622.194,Low
189,8,24.894,20.03,30.05,10.02,109,66.944,89.38,43.17,11.541,4,-0.034,35.673,625.844,Low
189,18,24.968,20.22,30.05,9.83,110,67.355,89.38,43.17,12.239,8,0.007,35.627,627.668,Low
190,8,25.025,20.22,29.87,9.65,112,67.694,89.38,43.17,12.427,8,-0.027,35.677,631.04,Low
190,18,25.091,20.74,29.87,9.13,114,68.411,90.15,43.17,12.723,12,0.003,34.824,630.393,Low
191,8,25.262,20.74,29.87,9.13,115,68.912,90.15,43.17,12.565,13,-0.013,35.703,631.091,Low
191,18,25.353,20.69,29.87,9.18,114,69.239,100.0,43.17,13.164,14,0.111,36.761,629.062,Low
192,8,25.386,20.69,30.65,9.96,112,71.583,100.0,43.17,13.696,21,0.17,37.384,626.059,Medium
192,18,25.492,20.69,30.65,9.96,112,73.381,100.0,43.17,14.617,28,0.232,38.849,627.203,Medium
193,8,25.615,20.69,30.65,9.96,111,74.691,100.0,49.17,13.937,31,0.13,39.381,635.116,Medium
193,18,25.793,20.69,30.65,9.96,112,75.65,100.0,49.17,14.161,36,0.152,40.111,634.639,Medium
194,8,25.722,20.69,30.65,9.96,112,76.738,100.0,52.23,13.69,39,0.063,40.903,639.457,Medium
194,18,25.728,20.69,30.65,9.96,113,77.148,100.0,53.16,13.332,39,0.059,41.389,642.073,Medium
195,8,25.739,20.69,30.65,9.96,112,79.639,100.0,53.16,12.633,46,0.043,42.288,639.601,Medium
195,18,25.894,20.69,30.65,9.96,113,80.92,100.0,53.16,12.571,52,0.067,43.674,639.419,Medium
196,8,25.923,20.69,30.65,9.96,113,82.523,100.0,55.01,11.889,57,0.002,44.787,638.628,Medium
196,18,25.926,21.13,30.65,9.52,114,82.516,100.0,55.01,11.847,56,0.027,45.017,640.028,Medium
197,8,25.979,21.13,30.65,9.52,113,82.137,100.0,55.01,11.541,53,0.041,45.386,647.78,Medium
197,18,25.929,21.13,30.65,9.52,113,82.066,100.0,55.01,11.51,52,0.106,45.701,648.543,Medium
198,8,25.928,21.13,30.65,9.52,112,83.065,100.0,57.54,11.175,55,0.028,47.204,641.76,High
198,18,25.948,21.13,30.65,9.52,112,83.801,100.0,57.54,11.261,58,0.064,48.318,647.465,High
199,8,26.134,21.13,30.76,9.63,110,85.176,100.0,59.38,10.436,62,0.004,49.357,652.29,High
199,18,26.332,21.32,30.76,9.44,109,85.706,100.0,59.38,10.046,63,-0.025,49.971,658.361,High
200,8,26.398,21.32,30.76,9.44,107,85.244,100.0,59.38,10.065,63,-0.025,50.318,654.394,High
200,18,26.308,21.32,30.76,9.44,107,85.425,100.0,59.38,10.304,61,0.032,50.111,659.029,High
